record_id,record_origin,doi,title,abstract,journal,year,first_author,last_author,corresponding_author,oa_url,source_license,provenance_type,sentence,variable,value_mAh_g,capacity_type,capacity_qualifier,cycle_context,cycle_n,canonical_material_id,material_family,material,modifier,morphology_descriptors,c_rate,c_rate_basis_value,c_rate_basis_unit,voltage_window_lower_V,voltage_window_upper_V,voltage_reference,voltage_upper_vs_Li_V,cell_type,cell_type_as_reported,counter_electrode,operating_temperature_C,operating_temperature_raw,electrolyte,electrolyte_molarity_M,electrolyte_solvent,electrolyte_additive,electrolyte_composition_raw,binder,binder_wt_pct,electrode_conductive_additive,conductive_additive_wt_pct,active_material_wt_pct,electrode_ratio_raw,electrode_solvent,current_collector,mass_loading_raw,mass_loading_mg_cm2_est,mass_loading_is_range,synthesis_method
nmc-0896,v2,10.3390/batteries8070067,Microwave-Assisted Hydrothermal Synthesis of Space Fillers to Enhance Volumetric Energy Density of NMC811 Cathode Material for Li-Ion Batteries,"Ni-rich layered transition metal (TM) oxides are considered to be the most promising cathode materials for lithium-ion batteries because of their high electrochemical capacity, high Li+ ion (de)intercalation potential, and low cobalt content. However, such materials possess several drawbacks including relatively low volumetric energy density caused by insufficient values of tap density. Herein, we demonstrate an exceptionally rapid and energy-saving synthesis of the mixed hydroxide precursor for the LiNi0.8Mn0.1Co0.1O2 (NMC811) positive electrode (cathode) material through a microwave-assisted hydrothermal technique. The obtained material further serves as a space-filler to fill the voids between spherical agglomerates in the cathode powder prepared via a conventional co-precipitation technique boosting the tap density of the resulting mixed NMC811 by 30% up to 2.9 g/cm3. Owing to increased tap density, the volumetric energy density of the composite cathode exceeds 2100 mWh/cm3 vs. 1690 mWh/cm3 for co-precipitated samples. The crystal structure of the obtained materials was scrutinized by powder X-ray diffraction and high angle annular dark-field scanning transmission electron microscopy (HAADF-STEM); the cation composition and homogeneity of TM spatial distribution were investigated using energy-dispersive X-ray spectroscopy in a STEM mode (STEM-EDX). Well-crystallized NMC811 with a relatively low degree of anti-site disorder and homogeneous TM distribution in a combination with the co-precipitated material delivers a reversible discharge capacity as high as ~200 mAh/g at 0.1C current density and capacity retention of 78% after 300 charge/discharge cycles (current density 1C) within the voltage region of 2.7-4.3 V vs. Li/Li+.",Batteries,2022,"Skvortsova, I. et al.",Artem M. Abakumov,Artem M. Abakumov,https://www.mdpi.com/2313-0105/8/7/67/pdf?version=1657117023,cc-by-4.0,sentence,The maximum discharge capacity of 203 mAh/g and maximum capacity retention of 73% after 300 charge/discharge cycles at 1C current density is achieved in the MW_30m_A sample.,specific_capacity,203,discharge,none,cycle_later_unspecified,,LiNi0.8Co0.1Mn0.1O2,NMC811,NMC811 (MW_30m_A),MW_30m_A; microwave-assisted hydrothermal precursor treated for 30 min,polycrystalline,0.1,200,mA/g,2.7,4.3,Li/Li+,4.3,half cell,half cell,Li metal,,room temperature,LiPF6,1,EC:PC:DMC = 1:1:3 vol. ratio,not_reported,"1M LiPF6 (Sigma-Aldrich, 99.99%) solution in ethylene carbonate/propylene carbonate/dimethyl carbonate solution (EC:PC:DMC = 1:1:3 vol. ratio)",PVDF,10,Super P,10,80,80:10:10,NMP,Al foil,2.55 ± 0.2,2.55,false,microwave-assisted hydrothermal synthesis
nmc-0897,v2,10.3390/batteries8070067,Microwave-Assisted Hydrothermal Synthesis of Space Fillers to Enhance Volumetric Energy Density of NMC811 Cathode Material for Li-Ion Batteries,"Ni-rich layered transition metal (TM) oxides are considered to be the most promising cathode materials for lithium-ion batteries because of their high electrochemical capacity, high Li+ ion (de)intercalation potential, and low cobalt content. However, such materials possess several drawbacks including relatively low volumetric energy density caused by insufficient values of tap density. Herein, we demonstrate an exceptionally rapid and energy-saving synthesis of the mixed hydroxide precursor for the LiNi0.8Mn0.1Co0.1O2 (NMC811) positive electrode (cathode) material through a microwave-assisted hydrothermal technique. The obtained material further serves as a space-filler to fill the voids between spherical agglomerates in the cathode powder prepared via a conventional co-precipitation technique boosting the tap density of the resulting mixed NMC811 by 30% up to 2.9 g/cm3. Owing to increased tap density, the volumetric energy density of the composite cathode exceeds 2100 mWh/cm3 vs. 1690 mWh/cm3 for co-precipitated samples. The crystal structure of the obtained materials was scrutinized by powder X-ray diffraction and high angle annular dark-field scanning transmission electron microscopy (HAADF-STEM); the cation composition and homogeneity of TM spatial distribution were investigated using energy-dispersive X-ray spectroscopy in a STEM mode (STEM-EDX). Well-crystallized NMC811 with a relatively low degree of anti-site disorder and homogeneous TM distribution in a combination with the co-precipitated material delivers a reversible discharge capacity as high as ~200 mAh/g at 0.1C current density and capacity retention of 78% after 300 charge/discharge cycles (current density 1C) within the voltage region of 2.7-4.3 V vs. Li/Li+.",Batteries,2022,"Skvortsova, I. et al.",Artem M. Abakumov,Artem M. Abakumov,https://www.mdpi.com/2313-0105/8/7/67/pdf?version=1657117023,cc-by-4.0,table_caption,Table 3. Discharge capacity and capacity retention for the MW and CP NMC811 samples.,specific_capacity,192,discharge,none,first_cycle,1,LiNi0.8Co0.1Mn0.1O2,NMC811,NMC811 (MW_30m_A),MW_30m_A; microwave-assisted hydrothermal precursor treated for 30 min,polycrystalline,0.2,200,mA/g,2.7,4.3,Li/Li+,4.3,half cell,half cell,Li metal,,room temperature,LiPF6,1,EC:PC:DMC = 1:1:3 vol. ratio,not_reported,"1M LiPF6 (Sigma-Aldrich, 99.99%) solution in ethylene carbonate/propylene carbonate/dimethyl carbonate solution (EC:PC:DMC = 1:1:3 vol. ratio)",PVDF,10,Super P,10,80,80:10:10,NMP,Al foil,2.55 ± 0.2,2.55,false,microwave-assisted hydrothermal synthesis
nmc-0898,v2,10.3390/batteries8070067,Microwave-Assisted Hydrothermal Synthesis of Space Fillers to Enhance Volumetric Energy Density of NMC811 Cathode Material for Li-Ion Batteries,"Ni-rich layered transition metal (TM) oxides are considered to be the most promising cathode materials for lithium-ion batteries because of their high electrochemical capacity, high Li+ ion (de)intercalation potential, and low cobalt content. However, such materials possess several drawbacks including relatively low volumetric energy density caused by insufficient values of tap density. Herein, we demonstrate an exceptionally rapid and energy-saving synthesis of the mixed hydroxide precursor for the LiNi0.8Mn0.1Co0.1O2 (NMC811) positive electrode (cathode) material through a microwave-assisted hydrothermal technique. The obtained material further serves as a space-filler to fill the voids between spherical agglomerates in the cathode powder prepared via a conventional co-precipitation technique boosting the tap density of the resulting mixed NMC811 by 30% up to 2.9 g/cm3. Owing to increased tap density, the volumetric energy density of the composite cathode exceeds 2100 mWh/cm3 vs. 1690 mWh/cm3 for co-precipitated samples. The crystal structure of the obtained materials was scrutinized by powder X-ray diffraction and high angle annular dark-field scanning transmission electron microscopy (HAADF-STEM); the cation composition and homogeneity of TM spatial distribution were investigated using energy-dispersive X-ray spectroscopy in a STEM mode (STEM-EDX). Well-crystallized NMC811 with a relatively low degree of anti-site disorder and homogeneous TM distribution in a combination with the co-precipitated material delivers a reversible discharge capacity as high as ~200 mAh/g at 0.1C current density and capacity retention of 78% after 300 charge/discharge cycles (current density 1C) within the voltage region of 2.7-4.3 V vs. Li/Li+.",Batteries,2022,"Skvortsova, I. et al.",Artem M. Abakumov,Artem M. Abakumov,https://www.mdpi.com/2313-0105/8/7/67/pdf?version=1657117023,cc-by-4.0,table_caption,Table 3. Discharge capacity and capacity retention for the MW and CP NMC811 samples.,specific_capacity,178,discharge,none,first_cycle,1,LiNi0.8Co0.1Mn0.1O2,NMC811,NMC811 (MW_30m_A),MW_30m_A; microwave-assisted hydrothermal precursor treated for 30 min,polycrystalline,0.5,200,mA/g,2.7,4.3,Li/Li+,4.3,half cell,half cell,Li metal,,room temperature,LiPF6,1,EC:PC:DMC = 1:1:3 vol. ratio,not_reported,"1M LiPF6 (Sigma-Aldrich, 99.99%) solution in ethylene carbonate/propylene carbonate/dimethyl carbonate solution (EC:PC:DMC = 1:1:3 vol. ratio)",PVDF,10,Super P,10,80,80:10:10,NMP,Al foil,2.55 ± 0.2,2.55,false,microwave-assisted hydrothermal synthesis
nmc-0899,v2,10.3390/batteries8070067,Microwave-Assisted Hydrothermal Synthesis of Space Fillers to Enhance Volumetric Energy Density of NMC811 Cathode Material for Li-Ion Batteries,"Ni-rich layered transition metal (TM) oxides are considered to be the most promising cathode materials for lithium-ion batteries because of their high electrochemical capacity, high Li+ ion (de)intercalation potential, and low cobalt content. However, such materials possess several drawbacks including relatively low volumetric energy density caused by insufficient values of tap density. Herein, we demonstrate an exceptionally rapid and energy-saving synthesis of the mixed hydroxide precursor for the LiNi0.8Mn0.1Co0.1O2 (NMC811) positive electrode (cathode) material through a microwave-assisted hydrothermal technique. The obtained material further serves as a space-filler to fill the voids between spherical agglomerates in the cathode powder prepared via a conventional co-precipitation technique boosting the tap density of the resulting mixed NMC811 by 30% up to 2.9 g/cm3. Owing to increased tap density, the volumetric energy density of the composite cathode exceeds 2100 mWh/cm3 vs. 1690 mWh/cm3 for co-precipitated samples. The crystal structure of the obtained materials was scrutinized by powder X-ray diffraction and high angle annular dark-field scanning transmission electron microscopy (HAADF-STEM); the cation composition and homogeneity of TM spatial distribution were investigated using energy-dispersive X-ray spectroscopy in a STEM mode (STEM-EDX). Well-crystallized NMC811 with a relatively low degree of anti-site disorder and homogeneous TM distribution in a combination with the co-precipitated material delivers a reversible discharge capacity as high as ~200 mAh/g at 0.1C current density and capacity retention of 78% after 300 charge/discharge cycles (current density 1C) within the voltage region of 2.7-4.3 V vs. Li/Li+.",Batteries,2022,"Skvortsova, I. et al.",Artem M. Abakumov,Artem M. Abakumov,https://www.mdpi.com/2313-0105/8/7/67/pdf?version=1657117023,cc-by-4.0,table_caption,Table 3. Discharge capacity and capacity retention for the MW and CP NMC811 samples.,specific_capacity,165,discharge,none,first_cycle,1,LiNi0.8Co0.1Mn0.1O2,NMC811,NMC811 (MW_30m_A),MW_30m_A; microwave-assisted hydrothermal precursor treated for 30 min,polycrystalline,1,200,mA/g,2.7,4.3,Li/Li+,4.3,half cell,half cell,Li metal,,room temperature,LiPF6,1,EC:PC:DMC = 1:1:3 vol. ratio,not_reported,"1M LiPF6 (Sigma-Aldrich, 99.99%) solution in ethylene carbonate/propylene carbonate/dimethyl carbonate solution (EC:PC:DMC = 1:1:3 vol. ratio)",PVDF,10,Super P,10,80,80:10:10,NMP,Al foil,2.55 ± 0.2,2.55,false,microwave-assisted hydrothermal synthesis
nmc-0900,v2,10.3390/batteries8070067,Microwave-Assisted Hydrothermal Synthesis of Space Fillers to Enhance Volumetric Energy Density of NMC811 Cathode Material for Li-Ion Batteries,"Ni-rich layered transition metal (TM) oxides are considered to be the most promising cathode materials for lithium-ion batteries because of their high electrochemical capacity, high Li+ ion (de)intercalation potential, and low cobalt content. However, such materials possess several drawbacks including relatively low volumetric energy density caused by insufficient values of tap density. Herein, we demonstrate an exceptionally rapid and energy-saving synthesis of the mixed hydroxide precursor for the LiNi0.8Mn0.1Co0.1O2 (NMC811) positive electrode (cathode) material through a microwave-assisted hydrothermal technique. The obtained material further serves as a space-filler to fill the voids between spherical agglomerates in the cathode powder prepared via a conventional co-precipitation technique boosting the tap density of the resulting mixed NMC811 by 30% up to 2.9 g/cm3. Owing to increased tap density, the volumetric energy density of the composite cathode exceeds 2100 mWh/cm3 vs. 1690 mWh/cm3 for co-precipitated samples. The crystal structure of the obtained materials was scrutinized by powder X-ray diffraction and high angle annular dark-field scanning transmission electron microscopy (HAADF-STEM); the cation composition and homogeneity of TM spatial distribution were investigated using energy-dispersive X-ray spectroscopy in a STEM mode (STEM-EDX). Well-crystallized NMC811 with a relatively low degree of anti-site disorder and homogeneous TM distribution in a combination with the co-precipitated material delivers a reversible discharge capacity as high as ~200 mAh/g at 0.1C current density and capacity retention of 78% after 300 charge/discharge cycles (current density 1C) within the voltage region of 2.7-4.3 V vs. Li/Li+.",Batteries,2022,"Skvortsova, I. et al.",Artem M. Abakumov,Artem M. Abakumov,https://www.mdpi.com/2313-0105/8/7/67/pdf?version=1657117023,cc-by-4.0,table_caption,Table 3. Discharge capacity and capacity retention for the MW and CP NMC811 samples.,specific_capacity,151,discharge,none,first_cycle,1,LiNi0.8Co0.1Mn0.1O2,NMC811,NMC811 (MW_30m_A),MW_30m_A; microwave-assisted hydrothermal precursor treated for 30 min,polycrystalline,2,200,mA/g,2.7,4.3,Li/Li+,4.3,half cell,half cell,Li metal,,room temperature,LiPF6,1,EC:PC:DMC = 1:1:3 vol. ratio,not_reported,"1M LiPF6 (Sigma-Aldrich, 99.99%) solution in ethylene carbonate/propylene carbonate/dimethyl carbonate solution (EC:PC:DMC = 1:1:3 vol. ratio)",PVDF,10,Super P,10,80,80:10:10,NMP,Al foil,2.55 ± 0.2,2.55,false,microwave-assisted hydrothermal synthesis
nmc-0901,v2,10.3390/batteries8070067,Microwave-Assisted Hydrothermal Synthesis of Space Fillers to Enhance Volumetric Energy Density of NMC811 Cathode Material for Li-Ion Batteries,"Ni-rich layered transition metal (TM) oxides are considered to be the most promising cathode materials for lithium-ion batteries because of their high electrochemical capacity, high Li+ ion (de)intercalation potential, and low cobalt content. However, such materials possess several drawbacks including relatively low volumetric energy density caused by insufficient values of tap density. Herein, we demonstrate an exceptionally rapid and energy-saving synthesis of the mixed hydroxide precursor for the LiNi0.8Mn0.1Co0.1O2 (NMC811) positive electrode (cathode) material through a microwave-assisted hydrothermal technique. The obtained material further serves as a space-filler to fill the voids between spherical agglomerates in the cathode powder prepared via a conventional co-precipitation technique boosting the tap density of the resulting mixed NMC811 by 30% up to 2.9 g/cm3. Owing to increased tap density, the volumetric energy density of the composite cathode exceeds 2100 mWh/cm3 vs. 1690 mWh/cm3 for co-precipitated samples. The crystal structure of the obtained materials was scrutinized by powder X-ray diffraction and high angle annular dark-field scanning transmission electron microscopy (HAADF-STEM); the cation composition and homogeneity of TM spatial distribution were investigated using energy-dispersive X-ray spectroscopy in a STEM mode (STEM-EDX). Well-crystallized NMC811 with a relatively low degree of anti-site disorder and homogeneous TM distribution in a combination with the co-precipitated material delivers a reversible discharge capacity as high as ~200 mAh/g at 0.1C current density and capacity retention of 78% after 300 charge/discharge cycles (current density 1C) within the voltage region of 2.7-4.3 V vs. Li/Li+.",Batteries,2022,"Skvortsova, I. et al.",Artem M. Abakumov,Artem M. Abakumov,https://www.mdpi.com/2313-0105/8/7/67/pdf?version=1657117023,cc-by-4.0,table_caption,Table 3. Discharge capacity and capacity retention for the MW and CP NMC811 samples.,specific_capacity,130,discharge,none,first_cycle,1,LiNi0.8Co0.1Mn0.1O2,NMC811,NMC811 (MW_30m_A),MW_30m_A; microwave-assisted hydrothermal precursor treated for 30 min,polycrystalline,5,200,mA/g,2.7,4.3,Li/Li+,4.3,half cell,half cell,Li metal,,room temperature,LiPF6,1,EC:PC:DMC = 1:1:3 vol. ratio,not_reported,"1M LiPF6 (Sigma-Aldrich, 99.99%) solution in ethylene carbonate/propylene carbonate/dimethyl carbonate solution (EC:PC:DMC = 1:1:3 vol. ratio)",PVDF,10,Super P,10,80,80:10:10,NMP,Al foil,2.55 ± 0.2,2.55,false,microwave-assisted hydrothermal synthesis
nmc-0902,v2,10.3390/batteries8070067,Microwave-Assisted Hydrothermal Synthesis of Space Fillers to Enhance Volumetric Energy Density of NMC811 Cathode Material for Li-Ion Batteries,"Ni-rich layered transition metal (TM) oxides are considered to be the most promising cathode materials for lithium-ion batteries because of their high electrochemical capacity, high Li+ ion (de)intercalation potential, and low cobalt content. However, such materials possess several drawbacks including relatively low volumetric energy density caused by insufficient values of tap density. Herein, we demonstrate an exceptionally rapid and energy-saving synthesis of the mixed hydroxide precursor for the LiNi0.8Mn0.1Co0.1O2 (NMC811) positive electrode (cathode) material through a microwave-assisted hydrothermal technique. The obtained material further serves as a space-filler to fill the voids between spherical agglomerates in the cathode powder prepared via a conventional co-precipitation technique boosting the tap density of the resulting mixed NMC811 by 30% up to 2.9 g/cm3. Owing to increased tap density, the volumetric energy density of the composite cathode exceeds 2100 mWh/cm3 vs. 1690 mWh/cm3 for co-precipitated samples. The crystal structure of the obtained materials was scrutinized by powder X-ray diffraction and high angle annular dark-field scanning transmission electron microscopy (HAADF-STEM); the cation composition and homogeneity of TM spatial distribution were investigated using energy-dispersive X-ray spectroscopy in a STEM mode (STEM-EDX). Well-crystallized NMC811 with a relatively low degree of anti-site disorder and homogeneous TM distribution in a combination with the co-precipitated material delivers a reversible discharge capacity as high as ~200 mAh/g at 0.1C current density and capacity retention of 78% after 300 charge/discharge cycles (current density 1C) within the voltage region of 2.7-4.3 V vs. Li/Li+.",Batteries,2022,"Skvortsova, I. et al.",Artem M. Abakumov,Artem M. Abakumov,https://www.mdpi.com/2313-0105/8/7/67/pdf?version=1657117023,cc-by-4.0,table_caption,Table 3. Discharge capacity and capacity retention for the MW and CP NMC811 samples.,specific_capacity,200,discharge,none,first_cycle,1,LiNi0.8Co0.1Mn0.1O2,NMC811,NMC811 (MW_60m_A),MW_60m_A; microwave-assisted hydrothermal precursor treated for 60 min,polycrystalline,0.1,200,mA/g,2.7,4.3,Li/Li+,4.3,half cell,half cell,Li metal,,room temperature,LiPF6,1,EC:PC:DMC = 1:1:3 vol. ratio,not_reported,"1M LiPF6 (Sigma-Aldrich, 99.99%) solution in ethylene carbonate/propylene carbonate/dimethyl carbonate solution (EC:PC:DMC = 1:1:3 vol. ratio)",PVDF,10,Super P,10,80,80:10:10,NMP,Al foil,2.55 ± 0.2,2.55,false,microwave-assisted hydrothermal synthesis
nmc-0903,v2,10.3390/batteries8070067,Microwave-Assisted Hydrothermal Synthesis of Space Fillers to Enhance Volumetric Energy Density of NMC811 Cathode Material for Li-Ion Batteries,"Ni-rich layered transition metal (TM) oxides are considered to be the most promising cathode materials for lithium-ion batteries because of their high electrochemical capacity, high Li+ ion (de)intercalation potential, and low cobalt content. However, such materials possess several drawbacks including relatively low volumetric energy density caused by insufficient values of tap density. Herein, we demonstrate an exceptionally rapid and energy-saving synthesis of the mixed hydroxide precursor for the LiNi0.8Mn0.1Co0.1O2 (NMC811) positive electrode (cathode) material through a microwave-assisted hydrothermal technique. The obtained material further serves as a space-filler to fill the voids between spherical agglomerates in the cathode powder prepared via a conventional co-precipitation technique boosting the tap density of the resulting mixed NMC811 by 30% up to 2.9 g/cm3. Owing to increased tap density, the volumetric energy density of the composite cathode exceeds 2100 mWh/cm3 vs. 1690 mWh/cm3 for co-precipitated samples. The crystal structure of the obtained materials was scrutinized by powder X-ray diffraction and high angle annular dark-field scanning transmission electron microscopy (HAADF-STEM); the cation composition and homogeneity of TM spatial distribution were investigated using energy-dispersive X-ray spectroscopy in a STEM mode (STEM-EDX). Well-crystallized NMC811 with a relatively low degree of anti-site disorder and homogeneous TM distribution in a combination with the co-precipitated material delivers a reversible discharge capacity as high as ~200 mAh/g at 0.1C current density and capacity retention of 78% after 300 charge/discharge cycles (current density 1C) within the voltage region of 2.7-4.3 V vs. Li/Li+.",Batteries,2022,"Skvortsova, I. et al.",Artem M. Abakumov,Artem M. Abakumov,https://www.mdpi.com/2313-0105/8/7/67/pdf?version=1657117023,cc-by-4.0,table_caption,Table 3. Discharge capacity and capacity retention for the MW and CP NMC811 samples.,specific_capacity,190,discharge,none,first_cycle,1,LiNi0.8Co0.1Mn0.1O2,NMC811,NMC811 (MW_60m_A),MW_60m_A; microwave-assisted hydrothermal precursor treated for 60 min,polycrystalline,0.2,200,mA/g,2.7,4.3,Li/Li+,4.3,half cell,half cell,Li metal,,room temperature,LiPF6,1,EC:PC:DMC = 1:1:3 vol. ratio,not_reported,"1M LiPF6 (Sigma-Aldrich, 99.99%) solution in ethylene carbonate/propylene carbonate/dimethyl carbonate solution (EC:PC:DMC = 1:1:3 vol. ratio)",PVDF,10,Super P,10,80,80:10:10,NMP,Al foil,2.55 ± 0.2,2.55,false,microwave-assisted hydrothermal synthesis
nmc-0904,v2,10.3390/batteries8070067,Microwave-Assisted Hydrothermal Synthesis of Space Fillers to Enhance Volumetric Energy Density of NMC811 Cathode Material for Li-Ion Batteries,"Ni-rich layered transition metal (TM) oxides are considered to be the most promising cathode materials for lithium-ion batteries because of their high electrochemical capacity, high Li+ ion (de)intercalation potential, and low cobalt content. However, such materials possess several drawbacks including relatively low volumetric energy density caused by insufficient values of tap density. Herein, we demonstrate an exceptionally rapid and energy-saving synthesis of the mixed hydroxide precursor for the LiNi0.8Mn0.1Co0.1O2 (NMC811) positive electrode (cathode) material through a microwave-assisted hydrothermal technique. The obtained material further serves as a space-filler to fill the voids between spherical agglomerates in the cathode powder prepared via a conventional co-precipitation technique boosting the tap density of the resulting mixed NMC811 by 30% up to 2.9 g/cm3. Owing to increased tap density, the volumetric energy density of the composite cathode exceeds 2100 mWh/cm3 vs. 1690 mWh/cm3 for co-precipitated samples. The crystal structure of the obtained materials was scrutinized by powder X-ray diffraction and high angle annular dark-field scanning transmission electron microscopy (HAADF-STEM); the cation composition and homogeneity of TM spatial distribution were investigated using energy-dispersive X-ray spectroscopy in a STEM mode (STEM-EDX). Well-crystallized NMC811 with a relatively low degree of anti-site disorder and homogeneous TM distribution in a combination with the co-precipitated material delivers a reversible discharge capacity as high as ~200 mAh/g at 0.1C current density and capacity retention of 78% after 300 charge/discharge cycles (current density 1C) within the voltage region of 2.7-4.3 V vs. Li/Li+.",Batteries,2022,"Skvortsova, I. et al.",Artem M. Abakumov,Artem M. Abakumov,https://www.mdpi.com/2313-0105/8/7/67/pdf?version=1657117023,cc-by-4.0,table_caption,Table 3. Discharge capacity and capacity retention for the MW and CP NMC811 samples.,specific_capacity,174,discharge,none,first_cycle,1,LiNi0.8Co0.1Mn0.1O2,NMC811,NMC811 (MW_60m_A),MW_60m_A; microwave-assisted hydrothermal precursor treated for 60 min,polycrystalline,0.5,200,mA/g,2.7,4.3,Li/Li+,4.3,half cell,half cell,Li metal,,room temperature,LiPF6,1,EC:PC:DMC = 1:1:3 vol. ratio,not_reported,"1M LiPF6 (Sigma-Aldrich, 99.99%) solution in ethylene carbonate/propylene carbonate/dimethyl carbonate solution (EC:PC:DMC = 1:1:3 vol. ratio)",PVDF,10,Super P,10,80,80:10:10,NMP,Al foil,2.55 ± 0.2,2.55,false,microwave-assisted hydrothermal synthesis
nmc-0905,v2,10.3390/batteries8070067,Microwave-Assisted Hydrothermal Synthesis of Space Fillers to Enhance Volumetric Energy Density of NMC811 Cathode Material for Li-Ion Batteries,"Ni-rich layered transition metal (TM) oxides are considered to be the most promising cathode materials for lithium-ion batteries because of their high electrochemical capacity, high Li+ ion (de)intercalation potential, and low cobalt content. However, such materials possess several drawbacks including relatively low volumetric energy density caused by insufficient values of tap density. Herein, we demonstrate an exceptionally rapid and energy-saving synthesis of the mixed hydroxide precursor for the LiNi0.8Mn0.1Co0.1O2 (NMC811) positive electrode (cathode) material through a microwave-assisted hydrothermal technique. The obtained material further serves as a space-filler to fill the voids between spherical agglomerates in the cathode powder prepared via a conventional co-precipitation technique boosting the tap density of the resulting mixed NMC811 by 30% up to 2.9 g/cm3. Owing to increased tap density, the volumetric energy density of the composite cathode exceeds 2100 mWh/cm3 vs. 1690 mWh/cm3 for co-precipitated samples. The crystal structure of the obtained materials was scrutinized by powder X-ray diffraction and high angle annular dark-field scanning transmission electron microscopy (HAADF-STEM); the cation composition and homogeneity of TM spatial distribution were investigated using energy-dispersive X-ray spectroscopy in a STEM mode (STEM-EDX). Well-crystallized NMC811 with a relatively low degree of anti-site disorder and homogeneous TM distribution in a combination with the co-precipitated material delivers a reversible discharge capacity as high as ~200 mAh/g at 0.1C current density and capacity retention of 78% after 300 charge/discharge cycles (current density 1C) within the voltage region of 2.7-4.3 V vs. Li/Li+.",Batteries,2022,"Skvortsova, I. et al.",Artem M. Abakumov,Artem M. Abakumov,https://www.mdpi.com/2313-0105/8/7/67/pdf?version=1657117023,cc-by-4.0,table_caption,Table 3. Discharge capacity and capacity retention for the MW and CP NMC811 samples.,specific_capacity,154,discharge,none,first_cycle,1,LiNi0.8Co0.1Mn0.1O2,NMC811,NMC811 (MW_60m_A),MW_60m_A; microwave-assisted hydrothermal precursor treated for 60 min,polycrystalline,1,200,mA/g,2.7,4.3,Li/Li+,4.3,half cell,half cell,Li metal,,room temperature,LiPF6,1,EC:PC:DMC = 1:1:3 vol. ratio,not_reported,"1M LiPF6 (Sigma-Aldrich, 99.99%) solution in ethylene carbonate/propylene carbonate/dimethyl carbonate solution (EC:PC:DMC = 1:1:3 vol. ratio)",PVDF,10,Super P,10,80,80:10:10,NMP,Al foil,2.55 ± 0.2,2.55,false,microwave-assisted hydrothermal synthesis
nmc-0906,v2,10.3390/batteries8070067,Microwave-Assisted Hydrothermal Synthesis of Space Fillers to Enhance Volumetric Energy Density of NMC811 Cathode Material for Li-Ion Batteries,"Ni-rich layered transition metal (TM) oxides are considered to be the most promising cathode materials for lithium-ion batteries because of their high electrochemical capacity, high Li+ ion (de)intercalation potential, and low cobalt content. However, such materials possess several drawbacks including relatively low volumetric energy density caused by insufficient values of tap density. Herein, we demonstrate an exceptionally rapid and energy-saving synthesis of the mixed hydroxide precursor for the LiNi0.8Mn0.1Co0.1O2 (NMC811) positive electrode (cathode) material through a microwave-assisted hydrothermal technique. The obtained material further serves as a space-filler to fill the voids between spherical agglomerates in the cathode powder prepared via a conventional co-precipitation technique boosting the tap density of the resulting mixed NMC811 by 30% up to 2.9 g/cm3. Owing to increased tap density, the volumetric energy density of the composite cathode exceeds 2100 mWh/cm3 vs. 1690 mWh/cm3 for co-precipitated samples. The crystal structure of the obtained materials was scrutinized by powder X-ray diffraction and high angle annular dark-field scanning transmission electron microscopy (HAADF-STEM); the cation composition and homogeneity of TM spatial distribution were investigated using energy-dispersive X-ray spectroscopy in a STEM mode (STEM-EDX). Well-crystallized NMC811 with a relatively low degree of anti-site disorder and homogeneous TM distribution in a combination with the co-precipitated material delivers a reversible discharge capacity as high as ~200 mAh/g at 0.1C current density and capacity retention of 78% after 300 charge/discharge cycles (current density 1C) within the voltage region of 2.7-4.3 V vs. Li/Li+.",Batteries,2022,"Skvortsova, I. et al.",Artem M. Abakumov,Artem M. Abakumov,https://www.mdpi.com/2313-0105/8/7/67/pdf?version=1657117023,cc-by-4.0,table_caption,Table 3. Discharge capacity and capacity retention for the MW and CP NMC811 samples.,specific_capacity,145,discharge,none,first_cycle,1,LiNi0.8Co0.1Mn0.1O2,NMC811,NMC811 (MW_60m_A),MW_60m_A; microwave-assisted hydrothermal precursor treated for 60 min,polycrystalline,2,200,mA/g,2.7,4.3,Li/Li+,4.3,half cell,half cell,Li metal,,room temperature,LiPF6,1,EC:PC:DMC = 1:1:3 vol. ratio,not_reported,"1M LiPF6 (Sigma-Aldrich, 99.99%) solution in ethylene carbonate/propylene carbonate/dimethyl carbonate solution (EC:PC:DMC = 1:1:3 vol. ratio)",PVDF,10,Super P,10,80,80:10:10,NMP,Al foil,2.55 ± 0.2,2.55,false,microwave-assisted hydrothermal synthesis
